Timestamp,How heavy is Ian's dog? Please enter a number
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
10/06/2018 10:02:19,45
10/06/2018 10:02:45,18
10/06/2018 10:02:45,30
10/06/2018 10:02:48,10
10/06/2018 10:02:48,20
10/06/2018 10:02:49,13
10/06/2018 10:02:50,12
10/06/2018 10:02:52,16
10/06/2018 10:02:52,20
10/06/2018 10:02:52,16
10/06/2018 10:02:53,10
10/06/2018 10:02:53,20
10/06/2018 10:02:54,6
10/06/2018 10:02:54,12
10/06/2018 10:02:55,20
10/06/2018 10:02:55,15
10/06/2018 10:02:55,8
10/06/2018 10:02:55,20
10/06/2018 10:02:56,10
10/06/2018 10:02:57,23kg
10/06/2018 10:02:57,14
10/06/2018 10:02:57,15
10/06/2018 10:02:57,7
10/06/2018 10:02:58,15
10/06/2018 10:02:58,12
10/06/2018 10:02:59,8
10/06/2018 10:02:59,16
10/06/2018 10:03:00,3
10/06/2018 10:03:00,25
10/06/2018 10:03:00,42
10/06/2018 10:03:01,0
10/06/2018 10:03:01,15
10/06/2018 10:03:01,5
10/06/2018 10:03:01,20kg
10/06/2018 10:03:02,5
10/06/2018 10:03:03,NaN
10/06/2018 10:03:04,5
10/06/2018 10:03:04,15
10/06/2018 10:03:04,20
10/06/2018 10:03:04,9.333333333
10/06/2018 10:03:04,15
10/06/2018 10:03:05,8
10/06/2018 10:03:08,35
10/06/2018 10:03:08,23
10/06/2018 10:03:08,9
10/06/2018 10:03:09,12
10/06/2018 10:03:09,0
10/06/2018 10:03:10,7
10/06/2018 10:03:10,20
10/06/2018 10:03:12,3
10/06/2018 10:03:13,10
10/06/2018 10:03:13,14.365
10/06/2018 10:03:14,10
10/06/2018 10:03:14,9
10/06/2018 10:03:15,0
10/06/2018 10:03:17,20
10/06/2018 10:03:22,67
10/06/2018 10:03:27,49
10/06/2018 10:03:29,33.9
10/06/2018 10:03:29,12
10/06/2018 10:03:29,15
10/06/2018 10:03:30,13
10/06/2018 10:03:32,20
10/06/2018 10:03:33,34
10/06/2018 10:03:37,50
10/06/2018 10:03:40,10.1
10/06/2018 10:03:41,is text allowed here?
10/06/2018 10:03:41,10
10/06/2018 10:03:43,34
10/06/2018 10:03:43,7
10/06/2018 10:03:43,20
10/06/2018 10:03:46,14
10/06/2018 10:03:50,12
10/06/2018 10:03:51,43
10/06/2018 10:03:55,12
10/06/2018 10:03:57,18
10/06/2018 10:04:00,25
10/06/2018 10:04:02,20
10/06/2018 10:04:06,10
10/06/2018 10:04:06,20 kg
10/06/2018 10:04:11,10
10/06/2018 10:04:17,8
10/06/2018 10:04:19,8
10/06/2018 10:04:20,30
10/06/2018 10:04:23,7.3
10/06/2018 10:04:24,5
10/06/2018 10:04:40,14.7
10/06/2018 10:04:40,25
10/06/2018 10:04:43,25kg
10/06/2018 10:05:01,100
10/06/2018 10:07:33,25 pounds
10/06/2018 10:07:45,20
10/06/2018 10:10:39,14
10/06/2018 10:11:59,4kg
10/06/2018 10:12:01,14
10/06/2018 10:12:39,4
10/06/2018 10:12:47,13
10/06/2018 10:12:52,15
10/06/2018 10:13:21,8
10/06/2018 10:23:49,8
10/06/2018 11:12:14,15
26/07/2018 16:54:16,x
27/07/2018 09:28:14,20
27/07/2018 09:28:16,15
27/07/2018 09:28:18,20
27/07/2018 09:28:19,25
27/07/2018 09:28:21,7
27/07/2018 09:28:21,6
27/07/2018 09:28:21,10
27/07/2018 09:28:21,4
27/07/2018 09:28:22,7
27/07/2018 09:28:23,10
27/07/2018 09:28:23,13
27/07/2018 09:28:23,20
27/07/2018 09:28:23,19
27/07/2018 09:28:24,10
27/07/2018 09:28:24,25
27/07/2018 09:28:24,20
27/07/2018 09:28:24,12
27/07/2018 09:28:25,34
27/07/2018 09:28:25,18
27/07/2018 09:28:25,8.4
27/07/2018 09:28:25,37
27/07/2018 09:28:26,17 kg
27/07/2018 09:28:26,-15
27/07/2018 09:28:26,10
27/07/2018 09:28:26,6
27/07/2018 09:28:27,10
27/07/2018 09:28:27,13
27/07/2018 09:28:27,15
27/07/2018 09:28:27,12
27/07/2018 09:28:28,22
27/07/2018 09:28:28,3.5
27/07/2018 09:28:28,11
27/07/2018 09:28:28,20
27/07/2018 09:28:28,10
27/07/2018 09:28:28,27
27/07/2018 09:28:28,10
27/07/2018 09:28:28,8
27/07/2018 09:28:28,10
27/07/2018 09:28:28,20
27/07/2018 09:28:28,20
27/07/2018 09:28:29,7
27/07/2018 09:28:29,7
27/07/2018 09:28:29,15
27/07/2018 09:28:29,30
27/07/2018 09:28:30,8
27/07/2018 09:28:31,4
27/07/2018 09:28:31,4
27/07/2018 09:28:31,12
27/07/2018 09:28:32,10
27/07/2018 09:28:32,10
27/07/2018 09:28:32,28
27/07/2018 09:28:33,5
27/07/2018 09:28:33,6
27/07/2018 09:28:33,40
27/07/2018 09:28:34,6
27/07/2018 09:28:34,10
27/07/2018 09:28:34,20
27/07/2018 09:28:34,32
27/07/2018 09:28:34,10
27/07/2018 09:28:35,15
27/07/2018 09:28:35,5
27/07/2018 09:28:35,4
27/07/2018 09:28:35,30
27/07/2018 09:28:35,22
27/07/2018 09:28:35,9
27/07/2018 09:28:35,25
27/07/2018 09:28:35,12
27/07/2018 09:28:35,7
27/07/2018 09:28:36,15
27/07/2018 09:28:36,30
27/07/2018 09:28:36,4
27/07/2018 09:28:36,12
27/07/2018 09:28:36,8
27/07/2018 09:28:36,10
27/07/2018 09:28:37,5
27/07/2018 09:28:37,12
27/07/2018 09:28:37,6
27/07/2018 09:28:37,45
27/07/2018 09:28:37,20
27/07/2018 09:28:37,13
27/07/2018 09:28:37,15
27/07/2018 09:28:37,12
27/07/2018 09:28:37,40
27/07/2018 09:28:38,10.2
27/07/2018 09:28:38,5
27/07/2018 09:28:38,10
27/07/2018 09:28:38,12
27/07/2018 09:28:38,4
27/07/2018 09:28:38,15
27/07/2018 09:28:39,5
27/07/2018 09:28:39,17
27/07/2018 09:28:40,6
27/07/2018 09:28:40,8
27/07/2018 09:28:40,11
27/07/2018 09:28:40,10
27/07/2018 09:28:40,5
27/07/2018 09:28:41,865765
27/07/2018 09:28:41,25
27/07/2018 09:28:41,34
27/07/2018 09:28:41,9
27/07/2018 09:28:41,21
27/07/2018 09:28:42,20
27/07/2018 09:28:42,5
27/07/2018 09:28:43,15
27/07/2018 09:28:43,22
27/07/2018 09:28:43,8
27/07/2018 09:28:43,9.392
27/07/2018 09:28:44,8
27/07/2018 09:28:44,15
27/07/2018 09:28:44,5
27/07/2018 09:28:44,12
27/07/2018 09:28:44,4
27/07/2018 09:28:44,7
27/07/2018 09:28:45,15
27/07/2018 09:28:45,6
27/07/2018 09:28:45,7
27/07/2018 09:28:45,12
27/07/2018 09:28:46,8
27/07/2018 09:28:46,12
27/07/2018 09:28:46,40
27/07/2018 09:28:47,25
27/07/2018 09:28:48,15
27/07/2018 09:28:48,12
27/07/2018 09:28:48,8
27/07/2018 09:28:48,10
27/07/2018 09:28:48,15
27/07/2018 09:28:48,15
27/07/2018 09:28:48,30
27/07/2018 09:28:48,18
27/07/2018 09:28:49,15
27/07/2018 09:28:49,18
27/07/2018 09:28:49,9
27/07/2018 09:28:49,16
27/07/2018 09:28:49,12
27/07/2018 09:28:49,35
27/07/2018 09:28:49,8
27/07/2018 09:28:49,4
27/07/2018 09:28:50,40
27/07/2018 09:28:50,8
27/07/2018 09:28:50,12.7
27/07/2018 09:28:50,40
27/07/2018 09:28:50,50
27/07/2018 09:28:51,40
27/07/2018 09:28:51,17
27/07/2018 09:28:51,15
27/07/2018 09:28:51,5
27/07/2018 09:28:51,10
27/07/2018 09:28:52,8
27/07/2018 09:28:52,17
27/07/2018 09:28:52,15
27/07/2018 09:28:52,99999
27/07/2018 09:28:52,30
27/07/2018 09:28:52,10
27/07/2018 09:28:53,6
27/07/2018 09:28:53,12
27/07/2018 09:28:53,6
27/07/2018 09:28:53,8
27/07/2018 09:28:53,15
27/07/2018 09:28:54,11
27/07/2018 09:28:54,13
27/07/2018 09:28:54,13
27/07/2018 09:28:54,10
27/07/2018 09:28:54,8
27/07/2018 09:28:55,10
27/07/2018 09:28:55,8
27/07/2018 09:28:55,12
27/07/2018 09:28:55,5
27/07/2018 09:28:56,21
27/07/2018 09:28:56,5
27/07/2018 09:28:56,Nana
27/07/2018 09:28:56,10
27/07/2018 09:28:56,4
27/07/2018 09:28:56,7
27/07/2018 09:28:57,13
27/07/2018 09:28:57,20
27/07/2018 09:28:57,8
27/07/2018 09:28:57,13
27/07/2018 09:28:57,5
27/07/2018 09:28:57,15
27/07/2018 09:28:57,12
27/07/2018 09:28:57,40
27/07/2018 09:28:58,14
27/07/2018 09:28:58,15
27/07/2018 09:28:58,45
27/07/2018 09:28:58,25
27/07/2018 09:28:58,20
27/07/2018 09:28:59,12
27/07/2018 09:28:59,17
27/07/2018 09:28:59,5
27/07/2018 09:28:59,1337
27/07/2018 09:28:59,15
27/07/2018 09:29:00,15
27/07/2018 09:29:00,13
27/07/2018 09:29:00,57
27/07/2018 09:29:00,12
27/07/2018 09:29:01,30
27/07/2018 09:29:01,2
27/07/2018 09:29:01,4
27/07/2018 09:29:01,30
27/07/2018 09:29:01,5
27/07/2018 09:29:01,15
27/07/2018 09:29:02,35
27/07/2018 09:29:02,14
27/07/2018 09:29:02,17
27/07/2018 09:29:02,10
27/07/2018 09:29:02,8
27/07/2018 09:29:02,20
27/07/2018 09:29:03,6
27/07/2018 09:29:03,6
27/07/2018 09:29:03,12
27/07/2018 09:29:03,20
27/07/2018 09:29:03,7
27/07/2018 09:29:03,7
27/07/2018 09:29:03,30
27/07/2018 09:29:03,20
27/07/2018 09:29:04,5
27/07/2018 09:29:04,11
27/07/2018 09:29:04,15
27/07/2018 09:29:04,20
27/07/2018 09:29:05,5
27/07/2018 09:29:05,20
27/07/2018 09:29:05,20
27/07/2018 09:29:05,8
27/07/2018 09:29:05,9
27/07/2018 09:29:05,20
27/07/2018 09:29:06,Inf
27/07/2018 09:29:06,30
27/07/2018 09:29:06,15
27/07/2018 09:29:06,15
27/07/2018 09:29:06,19
27/07/2018 09:29:06,8
27/07/2018 09:29:07,22
27/07/2018 09:29:07,11
27/07/2018 09:29:07,6
27/07/2018 09:29:07,35
27/07/2018 09:29:07,19.3
27/07/2018 09:29:08,2.8
27/07/2018 09:29:08,12
27/07/2018 09:29:08,22
27/07/2018 09:29:08,16
27/07/2018 09:29:08,15
27/07/2018 09:29:09,60
27/07/2018 09:29:09,30
27/07/2018 09:29:10,8
27/07/2018 09:29:10,25
27/07/2018 09:29:10,3
27/07/2018 09:29:10,11
27/07/2018 09:29:11,20
27/07/2018 09:29:11,15
27/07/2018 09:29:11,13
27/07/2018 09:29:11,6
27/07/2018 09:29:11,12
27/07/2018 09:29:12,20
27/07/2018 09:29:12,22
27/07/2018 09:29:12,19
27/07/2018 09:29:12,18
27/07/2018 09:29:13,5
27/07/2018 09:29:13,12
27/07/2018 09:29:13,15
27/07/2018 09:29:13,21
27/07/2018 09:29:13,15
27/07/2018 09:29:13,17
27/07/2018 09:29:13,None
27/07/2018 09:29:14,10
27/07/2018 09:29:14,20
27/07/2018 09:29:14,17
27/07/2018 09:29:15,50
27/07/2018 09:29:16,6
27/07/2018 09:29:16,15
27/07/2018 09:29:16,15
27/07/2018 09:29:17,5
27/07/2018 09:29:17,15
27/07/2018 09:29:17,3.5
27/07/2018 09:29:18,0.8
27/07/2018 09:29:18,90
27/07/2018 09:29:18,20
27/07/2018 09:29:19,8
27/07/2018 09:29:19,8
27/07/2018 09:29:20,15
27/07/2018 09:29:20,15
27/07/2018 09:29:21,15
27/07/2018 09:29:21,25
27/07/2018 09:29:21,12
27/07/2018 09:29:21,22
27/07/2018 09:29:21,5
27/07/2018 09:29:21,22
27/07/2018 09:29:21,999
27/07/2018 09:29:21,9
27/07/2018 09:29:22,4
27/07/2018 09:29:22,40
27/07/2018 09:29:22,10
27/07/2018 09:29:23,15
27/07/2018 09:29:23,15
27/07/2018 09:29:24,1-30
27/07/2018 09:29:24,5
27/07/2018 09:29:24,8
27/07/2018 09:29:24,13
27/07/2018 09:29:24,9
27/07/2018 09:29:25,12
27/07/2018 09:29:25,15
27/07/2018 09:29:26,18
27/07/2018 09:29:26,6.843
27/07/2018 09:29:27,12
27/07/2018 09:29:28,20
27/07/2018 09:29:29,14
27/07/2018 09:29:29,40
27/07/2018 09:29:29,42
27/07/2018 09:29:29,15
27/07/2018 09:29:29,13
27/07/2018 09:29:30,12
27/07/2018 09:29:30,4
27/07/2018 09:29:30,6
27/07/2018 09:29:30,30
27/07/2018 09:29:31,55
27/07/2018 09:29:31,15
27/07/2018 09:29:31,9.2
27/07/2018 09:29:32,25
27/07/2018 09:29:32,10
27/07/2018 09:29:33,27
27/07/2018 09:29:34,10
27/07/2018 09:29:35,15
27/07/2018 09:29:35,26
27/07/2018 09:29:36,20
27/07/2018 09:29:36,20
27/07/2018 09:29:36,6
27/07/2018 09:29:36,30
27/07/2018 09:29:37,3
27/07/2018 09:29:37,Null
27/07/2018 09:29:39,8
27/07/2018 09:29:39,7
27/07/2018 09:29:39,15
27/07/2018 09:29:39,28
27/07/2018 09:29:41,999999999
27/07/2018 09:29:42,12
27/07/2018 09:29:42,14
27/07/2018 09:29:43,15
27/07/2018 09:29:43,7
27/07/2018 09:29:43,13.45
27/07/2018 09:29:44,15
27/07/2018 09:29:45,4t
27/07/2018 09:29:46,7
27/07/2018 09:29:47,31
27/07/2018 09:29:49,7.5
27/07/2018 09:29:49,NaN
27/07/2018 09:29:49,12
27/07/2018 09:29:49,20
27/07/2018 09:29:50,15
27/07/2018 09:29:51,12
27/07/2018 09:29:51,10.8
27/07/2018 09:29:52,7
27/07/2018 09:29:53,15
27/07/2018 09:29:54,20
27/07/2018 09:29:54,23
27/07/2018 09:29:55,7
27/07/2018 09:29:57,8
27/07/2018 09:29:57,14
27/07/2018 09:29:58,22
27/07/2018 09:29:58,999999999
27/07/2018 09:29:59,11
27/07/2018 09:29:59,23
27/07/2018 09:30:00,12
27/07/2018 09:30:00,8
27/07/2018 09:30:00,14
27/07/2018 09:30:02,5
27/07/2018 09:30:04,20
27/07/2018 09:30:05,15
27/07/2018 09:30:06,10
27/07/2018 09:30:07,999999999
27/07/2018 09:30:08,20
27/07/2018 09:30:09,100
27/07/2018 09:30:09,+[[]]
27/07/2018 09:30:11,156
27/07/2018 09:30:11,8
27/07/2018 09:30:11,20
27/07/2018 09:30:12,5
27/07/2018 09:30:12,999999999
27/07/2018 09:30:15,15
27/07/2018 09:30:15,4
27/07/2018 09:30:18,15
27/07/2018 09:30:19,20
27/07/2018 09:30:19,4
27/07/2018 09:30:22,22
27/07/2018 09:30:22,20
27/07/2018 09:30:23,"0,5"
27/07/2018 09:30:23,5
27/07/2018 09:30:24,20
27/07/2018 09:30:24,20
27/07/2018 09:30:25,167
27/07/2018 09:30:25,30
27/07/2018 09:30:26,7
27/07/2018 09:30:26,7
27/07/2018 09:30:27,0.5
27/07/2018 09:30:29,7
27/07/2018 09:30:30,5
27/07/2018 09:30:33,16
27/07/2018 09:30:33,12
27/07/2018 09:30:34,16
27/07/2018 09:30:34,2.6
27/07/2018 09:30:35,187
27/07/2018 09:30:36,12
27/07/2018 09:30:36,17
27/07/2018 09:30:36,4
27/07/2018 09:30:36,10
27/07/2018 09:30:38,25
27/07/2018 09:30:38,28
27/07/2018 09:30:39,16
27/07/2018 09:30:41,100
27/07/2018 09:30:43,7
27/07/2018 09:30:45,154
27/07/2018 09:30:46,∞
27/07/2018 09:30:47,17
27/07/2018 09:30:48,8
27/07/2018 09:30:48,2
27/07/2018 09:30:49,⁴4
27/07/2018 09:30:49,1.00E+106
27/07/2018 09:30:54,8
27/07/2018 09:30:54,30
27/07/2018 09:30:57,170
27/07/2018 09:31:03,1.00E+106
27/07/2018 09:31:08,145
27/07/2018 09:31:11,28
27/07/2018 09:31:14,10
27/07/2018 09:31:14,14
27/07/2018 09:31:14,15
27/07/2018 09:31:15,3.14
27/07/2018 09:31:15,8
27/07/2018 09:31:16,10
27/07/2018 09:31:17,23
27/07/2018 09:31:17,8
27/07/2018 09:31:18,24
27/07/2018 09:31:19,139
27/07/2018 09:31:24,8
27/07/2018 09:31:25,18
27/07/2018 09:31:26,10
27/07/2018 09:31:29,32
27/07/2018 09:31:30,7.5
27/07/2018 09:31:31,15
27/07/2018 09:31:46,10
27/07/2018 09:31:47,1000
27/07/2018 09:31:49,6.123456
27/07/2018 09:31:51,23
27/07/2018 09:31:52,20
27/07/2018 09:31:52,4
27/07/2018 09:32:01,19
27/07/2018 09:32:02,5
27/07/2018 09:32:05,20
27/07/2018 09:32:08,14
27/07/2018 09:32:48,9
27/07/2018 09:32:52,2
27/07/2018 09:33:01,12
27/07/2018 09:33:03,7
27/07/2018 09:33:07,14
27/07/2018 09:33:10,12kg
27/07/2018 09:33:21,30
27/07/2018 09:33:27,15
27/07/2018 09:33:56,13
27/07/2018 09:34:31,164.5
27/07/2018 09:34:42,3
27/07/2018 09:34:52,23
27/07/2018 09:35:45,7
27/07/2018 09:36:32,134
27/07/2018 09:36:33,6
27/07/2018 09:36:39,12
27/07/2018 09:36:39,15
27/07/2018 09:36:39,7
27/07/2018 09:36:43,5
27/07/2018 09:37:01,10
27/07/2018 09:37:02,5
27/07/2018 09:37:05,15
27/07/2018 09:37:05,10
27/07/2018 09:37:18,8
27/07/2018 09:37:48,12
27/07/2018 09:38:00,25
27/07/2018 09:38:13,12
27/07/2018 09:38:16,25
27/07/2018 09:38:20,12
27/07/2018 09:38:55,10
27/07/2018 09:39:15,14.3
27/07/2018 09:48:35,35
27/07/2018 09:53:03,5000